Customer_Age,Gender,Education_Level,Customer_Job,Income,Marital_Status,Dependent_Count,Card_Category,Credit_Limit,Personal_loan,Car_Owner,House_Owner,Cust_Satisfaction_Score,Delinquent_Acc,,,
33,F,Graduate,Blue-collar,33749,Single,3,Blue,4112,no,yes,yes,3,0,,,
44,F,Graduate,Retirees,15508,Single,3,Blue,4153,no,no,yes,2,0,,,
43,F,Graduate,Govt,17205,Single,4,Blue,19127,no,no,yes,2,0,,,
51,M,High School,Businessman,74175,Married,2,Blue,2208,no,no,no,2,0,,,
45,F,Graduate,Retirees,28863,Single,3,Blue,3498,yes,no,yes,2,0,,,
46,M,Graduate,Businessman,117419,Married,2,Blue,9875,no,no,no,3,0,,,
42,M,Graduate,Blue-collar,63794,Unknown,1,Blue,1438.3,no,no,no,3,0,,,
51,M,Unknown,Govt,69537,Married,3,Blue,2827,no,yes,no,2,0,,,
43,F,Graduate,White-collar,40618,Single,3,Blue,2485,no,no,no,3,0,,,
51,M,Graduate,Businessman,45996,Married,2,Blue,34516,no,no,yes,2,0,,,
48,F,Post-Graduate,Businessman,201292,Unknown,3,Blue,4207,no,no,no,2,0,,,
45,F,Doctorate,Blue-collar,40495,Married,3,Blue,17655,yes,no,no,3,0,,,
54,M,Graduate,Retirees,61406,Married,5,Blue,0,no,no,yes,,0,,,
54,M,High School,White-collar,82220,Single,4,Blue,5464,no,no,yes,2,0,,,
47,M,Unknown,White-collar,73891,Married,3,Blue,2066,no,yes,no,2,0,,,
49,M,Post-Graduate,Businessman,209698,Single,4,Gold,16667,no,yes,yes,3,0,,,
37,F,High School,Blue-collar,14434,Single,3,Silver,4119,no,yes,no,2,0,,,
42,F,Graduate,Selfemployeed,46820,Single,3,Blue,10859,no,no,no,2,0,,,
41,M,Uneducated,Selfemployeed,43782,Single,2,Blue,2636,no,yes,yes,3,0,,,
46,M,Post-Graduate,Govt,62818,Single,2,Blue,5774,no,yes,no,2,0,,,
44,M,Graduate,Blue-collar,76257,Single,5,Blue,2434,no,no,no,2,0,,,
43,F,Graduate,Selfemployeed,57111,Married,3,Blue,2723,yes,yes,no,3,0,,,
54,M,Unknown,White-collar,62468,Married,4,Blue,18064,no,no,no,2,0,,,
52,F,Post-Graduate,Selfemployeed,14975,Single,2,Blue,6167,no,no,yes,2,0,,,
36,F,Unknown,Selfemployeed,9535,Married,4,Blue,6748,yes,no,yes,2,0,,,
50,F,Graduate,Govt,23521,Married,1,Blue,9949,no,yes,no,2,0,,,
51,F,Doctorate,Govt,35416,Married,4,Blue,2533,yes,yes,yes,3,0,,,
48,F,High School,Govt,34232,Married,4,Blue,4199,no,no,no,2,0,,,
45,F,Uneducated,Govt,30135,Married,3,Blue,2672,no,yes,yes,3,0,,,
52,F,Uneducated,Businessman,29848,Married,2,Blue,2054,no,yes,no,3,0,,,
47,F,Graduate,Selfemployeed,14975,Married,4,Blue,18386,no,yes,no,3,0,,,
37,F,Graduate,Businessman,21709,Married,2,Blue,1438.3,no,yes,no,3,0,,,
49,F,Uneducated,Govt,33335,Single,3,Blue,1916,no,no,yes,2,0,,,
39,M,High School,White-collar,118475,Married,2,Silver,10017,no,no,no,2,0,,,
39,F,Unknown,Blue-collar,43340,Single,2,Blue,9117,no,yes,no,2,0,,,
35,F,Unknown,Blue-collar,27044,Married,3,Blue,10360,no,no,yes,2,0,,,
54,F,Graduate,Businessman,19789,Single,2,Blue,12702,no,no,yes,2,0,,,
56,F,Graduate,White-collar,50549,Married,0,Blue,2270,no,no,no,3,0,,,
44,F,High School,Blue-collar,13443,Single,4,Silver,6509,yes,no,yes,2,0,,,
32,F,Unknown,Blue-collar,34492,Married,1,Blue,21756,no,yes,yes,2,0,,,
48,F,Uneducated,Selfemployeed,53960,Married,2,Blue,3427,no,no,no,2,0,,,
39,F,Uneducated,Selfemployeed,59846,Married,4,Blue,3453,no,yes,no,3,0,,,
49,F,Uneducated,Selfemployeed,11956,Married,2,Blue,13399,no,yes,no,2,0,,,
44,M,Unknown,Govt,113100,Single,5,Silver,19713,no,no,yes,3,0,,,
50,M,High School,Selfemployeed,81981,Single,3,Blue,2973,no,yes,yes,3,0,,,
47,F,Doctorate,Businessman,55237,Married,5,Blue,16443,no,no,no,2,0,,,
49,F,Unknown,White-collar,55745,Single,3,Blue,1460,no,no,no,2,0,,,
50,M,High School,Govt,115410,Single,3,Blue,3670,yes,yes,yes,2,0,,,
36,F,Unknown,Selfemployeed,11974,Married,2,Blue,32641,no,no,no,2,0,,,
62,F,High School,Retirees,44199,Unknown,1,Blue,6062,no,no,yes,3,0,,,
53,F,High School,Govt,18429,Married,4,Blue,4579,yes,yes,no,2,0,,,
44,F,High School,Blue-collar,20382,Unknown,2,Blue,3170,yes,no,yes,2,0,,,
60,F,Uneducated,Businessman,15554,Married,1,Blue,17667,yes,yes,no,2,0,,,
45,M,Unknown,Retirees,61806,Single,2,Blue,2718,no,yes,no,1,0,,,
42,F,Uneducated,Blue-collar,35361,Single,4,Blue,5129,no,yes,no,3,0,,,
40,M,Graduate,Businessman,111748,Single,2,Blue,14682,no,yes,no,3,0,,,
42,F,Graduate,White-collar,47375,Married,5,Blue,3307,no,yes,yes,2,0,,,
29,M,Graduate,Retirees,54203,Married,0,Blue,34516,no,no,no,1,0,,,
45,F,Graduate,Blue-collar,40306,Single,2,Blue,14028,no,yes,no,3,0,,,
47,F,Doctorate,Selfemployeed,1250,Unknown,3,Blue,13873,yes,no,yes,2,0,,,
54,F,Doctorate,White-collar,58286,Married,3,Blue,1438.3,yes,yes,no,1,0,,,
39,F,Uneducated,Selfemployeed,14975,Single,3,Blue,6361,no,no,no,2,0,,,
35,M,Doctorate,Blue-collar,94935,Married,3,Blue,4068,no,no,yes,2,0,,,
39,F,Graduate,White-collar,144470,Married,3,Gold,22725,no,no,no,1,0,,,
47,F,Unknown,Blue-collar,13428,Married,3,Blue,24869,no,yes,yes,3,0,,,
53,M,Graduate,Businessman,173245,Married,4,Blue,4196,no,yes,no,2,0,,,
62,F,Uneducated,Businessman,20717,Married,0,Blue,23128,yes,no,yes,1,0,,,
48,F,Uneducated,Selfemployeed,2565,Married,2,Blue,1438.3,yes,no,no,1,0,,,
64,M,Graduate,Selfemployeed,38381,Single,0,Blue,23209,no,no,yes,3,0,,,
41,M,Post-Graduate,Businessman,55954,Married,2,Blue,3844,no,no,yes,2,0,,,
61,F,High School,Selfemployeed,38205,Married,0,Silver,28701,no,no,no,1,0,,,
36,M,Uneducated,Businessman,214196,Unknown,1,Platinum,17575,no,yes,no,1,0,,,
43,F,Graduate,Selfemployeed,1250,Married,3,Blue,3387,no,no,no,2,0,,,
49,F,Doctorate,Blue-collar,41046,Married,4,Silver,28673,no,yes,yes,2,0,,,
51,M,Graduate,Govt,110092,Married,3,Blue,11343,no,no,yes,2,0,,,
,F,Uneducated,Selfemployeed,14975,Married,0,Blue,2104,no,no,yes,2,0,,,
51,M,Graduate,Retirees,89752,Married,3,Blue,4006,no,no,yes,2,0,,,
52,M,Graduate,White-collar,138234,Married,2,Blue,3970,no,yes,no,3,0,,,
47,M,High School,White-collar,116501,Single,3,Blue,12458,no,yes,no,2,0,,,
47,M,Uneducated,Govt,79857,Married,3,Blue,2315,no,no,no,3,0,,,
55,F,Graduate,Govt,23755,Married,1,Blue,3556,no,no,yes,2,0,,,
40,M,Graduate,Govt,58619,Unknown,3,Blue,13032,no,yes,no,2,0,,,
40,F,Uneducated,Govt,35079,Unknown,3,Blue,2717,yes,no,no,2,0,,,
48,F,Graduate,Businessman,31826,Single,4,Blue,3022,no,yes,no,3,0,,,
40,M,High School,Retirees,73068,Married,4,Blue,1438.3,no,no,no,2,0,,,
39,F,Graduate,Retirees,54491,Single,2,Blue,31636,no,yes,no,2,0,,,
55,F,Graduate,Selfemployeed,1250,Unknown,3,Blue,13662,no,no,yes,2,1,,,
46,M,Graduate,White-collar,64783,Married,3,Silver,34516,no,yes,no,2,1,,,
40,F,Uneducated,Selfemployeed,12604,Married,4,Blue,2925,no,yes,yes,3,1,,,
42,M,High School,Blue-collar,75347,Single,3,Blue,1621,no,yes,no,3,1,,,
58,M,High School,Retirees,85352,Single,2,Blue,2690,no,yes,yes,2,1,,,
42,F,Doctorate,Retirees,59307,Married,1,Blue,13169,no,no,no,3,1,,,
60,F,Doctorate,Govt,36679,Single,0,Blue,12856,no,no,yes,2,1,,,
49,M,Post-Graduate,Selfemployeed,105037,Married,3,Blue,20633,no,no,no,3,1,,,
49,M,Unknown,White-collar,108540,Single,3,Blue,24965,no,no,no,2,1,,,
56,M,Graduate,Businessman,119914,Single,2,Silver,12033,no,no,yes,3,1,,,
48,F,Graduate,White-collar,37495,Married,1,Blue,2046,yes,no,yes,2,1,,,
50,F,Graduate,Govt,16076,Single,0,Blue,3601,no,yes,yes,2,1,,,
40,F,Uneducated,White-collar,28751,Married,3,Blue,1749,no,no,yes,2,0,,,
44,M,Unknown,White-collar,65396,Married,4,Blue,11851,no,yes,no,2,0,,,
46,M,Graduate,White-collar,64783,Married,3,Silver,34516,no,yes,no,2,1,,,
44,F,Graduate,Blue-collar,34283,Single,4,Blue,2609,yes,no,no,3,0,,,
26,F,Unknown,Selfemployeed,34367,Married,0,Blue,1959,no,yes,yes,2,0,,,
48,M,High School,White-collar,63958,Married,3,Blue,7234,no,yes,yes,2,0,,,
46,F,Unknown,White-collar,47867,Single,4,Blue,5506,no,no,no,3,0,,,
50,F,Uneducated,Selfemployeed,6550,Married,4,Blue,12778,yes,yes,yes,3,0,,,
58,F,Graduate,Retirees,48210,Married,3,Blue,1677,no,no,yes,3,0,,,
48,M,Graduate,White-collar,94220,Unknown,3,Blue,2533,no,no,yes,1,0,,,
65,F,Uneducated,Selfemployeed,14975,Single,1,Blue,7400,no,no,no,2,0,,,
52,M,Uneducated,Blue-collar,69882,Married,4,Blue,2001,no,no,no,2,0,,,
56,F,Graduate,Blue-collar,17366,Married,1,Blue,4559,yes,no,no,1,0,,,
44,F,Uneducated,Businessman,237248,Married,1,Platinum,7020,no,no,yes,3,0,,,
48,M,Unknown,Blue-collar,70868,Unknown,2,Blue,3569,no,no,no,,0,,,
42,F,Unknown,White-collar,27577,Married,3,Blue,1438.3,yes,no,yes,2,0,,,
43,F,High School,Selfemployeed,31006,Married,2,Blue,2900,no,yes,no,2,0,,,
46,M,High School,White-collar,114524,Single,4,Silver,34516,no,yes,yes,1,0,,,
37,F,Graduate,Businessman,21137,Married,2,Blue,1656,yes,no,no,3,0,,,
46,M,Uneducated,Businessman,83512,Unknown,5,Blue,2066,no,yes,yes,2,0,,,
59,F,Unknown,Selfemployeed,2565,Married,0,Blue,3212,no,no,yes,3,0,,,
44,F,Post-Graduate,Selfemployeed,23360,Married,5,Blue,2708,no,yes,no,2,0,,,
29,F,Post-Graduate,Businessman,37173,Single,0,Blue,9389,no,no,yes,1,0,,,
50,M,Graduate,Selfemployeed,78272,Single,2,Blue,11502,no,no,no,2,0,,,
37,M,High School,Businessman,114990,Unknown,3,Blue,13344,no,no,no,1,0,,,
50,M,Graduate,Businessman,172935,Married,2,Blue,3310,no,no,yes,1,0,,,
50,F,Unknown,Selfemployeed,5525,Married,4,Blue,3471,no,yes,yes,1,0,,,
53,M,High School,White-collar,109128,Married,3,Blue,31987,no,no,no,3,0,,,
47,M,Graduate,Retirees,68004,Married,1,Blue,2447,no,no,yes,3,0,,,
41,F,Post-Graduate,Retirees,14897,Married,5,Blue,3590,no,no,no,2,0,,,
42,F,Graduate,Retirees,25056,Single,3,Blue,1745,no,no,no,1,0,,,
55,F,Graduate,Businessman,212974,Single,2,Silver,18142,no,yes,no,3,0,,,
45,F,Graduate,White-collar,22074,Married,3,Blue,8958,no,no,no,2,0,,,
52,F,Uneducated,Businessman,23048,Single,3,Blue,4185,yes,no,yes,2,0,,,
47,F,Uneducated,Businessman,185296,Single,3,Blue,3352,no,yes,no,1,0,,,
38,F,Graduate,Selfemployeed,5225,Single,2,Blue,16868,no,yes,yes,2,0,,,
41,M,Graduate,Selfemployeed,60076,Single,2,Blue,2023,no,no,yes,2,0,,,
54,M,High School,White-collar,77169,Married,1,Blue,1513,no,yes,no,1,0,,,
37,M,Graduate,Govt,82470,Married,2,Blue,10417,no,no,no,1,0,,,
49,F,High School,Businessman,219327,Single,3,Blue,21032,no,yes,yes,3,0,,,
30,M,Graduate,Retirees,48602,Married,0,Blue,3255,no,yes,yes,1,0,,,
48,M,Uneducated,Selfemployeed,51569,Single,3,Blue,1790,no,no,yes,1,0,,,
49,F,Uneducated,Govt,21170,Married,3,Blue,10651,no,no,no,1,0,,,
51,F,High School,Blue-collar,21675,Married,3,Blue,18734,no,no,no,3,0,,,
45,M,High School,White-collar,172725,Single,4,Blue,3079,no,yes,no,1,0,,,
43,M,Unknown,Govt,113270,Unknown,3,Blue,8390,no,yes,no,1,0,,,
48,M,Unknown,Selfemployeed,71397,Married,1,Blue,1655,no,no,no,3,0,,,
51,F,High School,Selfemployeed,20130,Single,3,Blue,4683,no,yes,no,2,0,,,
45,F,Graduate,Businessman,228930,Single,4,Gold,15594,no,yes,yes,1,0,,,
43,F,Unknown,Govt,59739,Single,3,Blue,3783,no,yes,yes,2,0,,,
42,M,Uneducated,White-collar,122030,Married,4,Silver,34516,no,no,no,3,0,,,
38,F,High School,Blue-collar,33205,Married,3,Blue,2114,no,yes,no,1,0,,,
46,M,Graduate,Blue-collar,108579,Single,3,Blue,5660,no,no,yes,1,0,,,
50,F,Post-Graduate,Govt,55531,Married,2,Blue,1438.3,no,no,no,3,0,,,
39,F,Unknown,Selfemployeed,6550,Single,2,Blue,9355,no,yes,yes,1,0,,,
43,F,High School,Businessman,36669,Unknown,4,Blue,24221,no,no,no,2,0,,,
37,F,High School,Selfemployeed,14975,Single,1,Blue,8923,no,yes,yes,1,0,,,
56,F,Graduate,Govt,16430,Single,2,Blue,1841,no,no,yes,3,0,,,
43,F,High School,Selfemployeed,43162,Single,3,Blue,5544,no,no,yes,2,0,,,
43,F,Graduate,Govt,24111,Married,2,Blue,19802,no,no,no,2,0,,,
45,F,High School,Selfemployeed,23530,Married,3,Blue,1438.3,yes,yes,no,2,0,,,
47,F,Uneducated,Blue-collar,47088,Single,3,Blue,24987,no,no,no,1,0,,,
43,M,High School,White-collar,45314,Married,4,Blue,3549,no,no,yes,3,0,,,
60,M,Uneducated,White-collar,117796,Single,0,Silver,30379,no,yes,no,2,0,,,
43,M,Graduate,Selfemployeed,87414,Married,3,Blue,2933,no,yes,yes,2,0,,,
45,M,Graduate,White-collar,100498,Single,4,Blue,1596,no,no,no,1,0,,,
47,M,Graduate,White-collar,79546,Single,3,Blue,2652,no,yes,no,1,0,,,
36,F,High School,White-collar,19817,Single,1,Blue,2800,no,yes,no,2,0,,,
50,F,Graduate,Selfemployeed,14975,Single,2,Blue,2781,no,no,no,3,0,,,
47,M,Uneducated,Govt,67532,Married,2,Blue,1550,no,no,no,1,0,,,
56,F,Uneducated,Selfemployeed,23748,Married,1,Blue,1628,no,yes,no,3,0,,,
49,M,High School,Businessman,108221,Married,2,Blue,9243,no,yes,no,2,0,,,
43,F,Uneducated,Businessman,206846,Single,2,Platinum,34516,no,yes,yes,1,0,,,
47,M,High School,White-collar,74888,Divorced,2,Blue,3096,yes,yes,yes,1,0,,,
45,M,Graduate,White-collar,86899,Married,2,Blue,2607,no,no,no,3,0,,,
56,F,Post-Graduate,Govt,32487,Single,3,Blue,23032,no,no,no,1,0,,,
38,M,Doctorate,White-collar,115365,Single,1,Blue,12094,no,yes,yes,3,0,,,
41,M,Post-Graduate,Govt,63667,Married,3,Blue,5422,no,yes,no,3,0,,,
53,M,Graduate,White-collar,85957,Married,1,Blue,2648,yes,yes,yes,2,0,,,
42,F,High School,Retirees,31902,Married,4,Blue,1663,no,yes,yes,3,0,,,
41,M,Graduate,Govt,75402,Single,3,Blue,1737,no,no,no,,0,,,
54,F,High School,White-collar,53694,Single,1,Blue,4599,no,no,no,1,0,,,
38,M,Unknown,Businessman,92816,Single,2,Blue,2156,no,no,no,3,0,,,
44,F,Uneducated,Blue-collar,29488,Single,4,Blue,2601,no,yes,no,2,0,,,
46,F,Unknown,White-collar,53739,Single,2,Blue,3372,no,no,no,3,0,,,
54,M,Graduate,White-collar,90136,Married,2,Blue,1438.3,no,yes,no,2,0,,,
49,M,Uneducated,Businessman,236628,Married,3,Platinum,8900,no,no,yes,1,0,,,
40,F,Graduate,Retirees,17285,Single,3,Blue,4698,no,no,no,2,0,,,
49,M,Graduate,White-collar,102442,Married,4,Platinum,34516,yes,no,yes,2,1,,,
29,M,Unknown,White-collar,69450,Single,1,Blue,9899,no,yes,yes,3,1,,,
52,M,Graduate,White-collar,76611,Married,2,Blue,2705,no,no,yes,1,0,,,
41,F,Graduate,Blue-collar,32797,Married,3,Blue,5956,no,no,yes,1,0,,,
53,F,Graduate,Govt,23073,Married,3,Blue,1478,yes,yes,yes,2,0,,,
57,F,Uneducated,Blue-collar,30585,Single,1,Blue,4754,no,no,no,2,0,,,
41,F,Unknown,Selfemployeed,6550,Single,4,Blue,9476,no,yes,yes,1,0,,,
29,F,High School,Retirees,31487,Single,1,Silver,34516,no,yes,no,2,0,,,
65,F,Unknown,Selfemployeed,2565,Divorced,1,Blue,4716,no,no,no,2,0,,,
41,F,Post-Graduate,Businessman,201510,Single,3,Blue,9959,no,no,yes,3,0,,,
48,F,Unknown,Blue-collar,11997,Married,4,Blue,21684,no,yes,no,1,0,,,
29,F,Graduate,Businessman,22762,Married,2,Blue,3802,yes,yes,no,2,0,,,
51,F,High School,Selfemployeed,14975,Single,1,Blue,21134,no,yes,yes,2,0,,,
59,M,Unknown,Blue-collar,10194,Single,0,Blue,6976,no,no,yes,3,0,,,
35,F,Unknown,Selfemployeed,14975,Married,2,Blue,1556,no,no,yes,1,0,,,
56,F,Unknown,White-collar,18306,Married,4,Blue,2783,no,no,no,1,0,,,
46,M,Doctorate,Govt,82618,Single,2,Blue,4287,no,no,no,1,0,,,
50,M,Post-Graduate,Govt,96537,Married,2,Blue,2149,no,no,no,1,0,,,
44,F,Unknown,Govt,50852,Single,3,Blue,21670,no,no,yes,2,0,,,
42,F,Uneducated,Govt,38043,Single,4,Blue,6243,no,no,yes,1,0,,,
65,M,Unknown,White-collar,48929,Single,0,Blue,2025,no,no,no,3,0,,,
48,M,Doctorate,Businessman,73655,Unknown,4,Blue,3136,yes,yes,yes,3,0,,,
50,M,Uneducated,Govt,74271,Single,3,Blue,5395,no,no,no,3,0,,,
45,M,Graduate,Blue-collar,93790,Married,4,Blue,1727,no,no,no,1,0,,,
54,F,Unknown,Businessman,233762,Single,4,Gold,10301,no,yes,yes,3,0,,,
43,F,Uneducated,Businessman,29424,Single,3,Blue,1822,no,no,no,3,0,,,
36,F,Uneducated,Selfemployeed,14975,Unknown,3,Blue,2440,no,yes,yes,1,0,,,
57,F,Uneducated,Businessman,25885,Single,3,Blue,5605,no,yes,no,3,0,,,
52,F,High School,Businessman,31030,Married,2,Blue,2898,no,no,no,3,0,,,
43,M,High School,Businessman,74069,Single,3,Blue,2523,no,no,yes,2,0,,,
47,F,Doctorate,Selfemployeed,14975,Married,5,Blue,3766,no,yes,no,1,0,,,
48,M,Unknown,Blue-collar,55000,Single,3,Blue,2758,no,no,no,2,0,,,
53,F,High School,Businessman,235821,Married,2,Silver,6172,no,no,no,1,0,,,
46,F,Graduate,Selfemployeed,14975,Married,3,Blue,2540,no,no,no,1,0,,,
50,F,Unknown,Selfemployeed,14975,Single,1,Gold,34516,no,no,yes,3,0,,,
48,F,High School,Selfemployeed,1250,Single,4,Blue,2218,yes,yes,yes,3,0,,,
39,M,Uneducated,Businessman,57981,Married,3,Blue,6143,no,no,yes,3,0,,,
45,F,Graduate,White-collar,50812,Single,4,Blue,5363,no,yes,no,2,0,,,
48,M,Uneducated,Businessman,47113,Single,3,Blue,1438.3,no,yes,no,2,0,,,
52,F,Graduate,Selfemployeed,14975,Single,2,Blue,2425,no,yes,no,1,0,,,
41,M,Graduate,White-collar,126358,Single,2,Blue,15795,yes,yes,no,2,0,,,
47,F,Graduate,Selfemployeed,2565,Single,1,Blue,2532,no,no,yes,3,0,,,
44,M,Post-Graduate,White-collar,74162,Married,2,Blue,2835,yes,no,no,3,0,,,
52,M,Graduate,White-collar,69680,Unknown,2,Blue,4604,no,no,yes,2,0,,,
45,F,Unknown,Govt,24804,Single,5,Blue,5527,no,no,no,2,0,,,
38,F,Doctorate,Businessman,39397,Single,2,Blue,3099,no,no,no,3,0,,,
44,F,Unknown,Govt,19461,Married,2,Blue,5391,no,yes,yes,2,0,,,
48,F,Unknown,Govt,16051,Single,3,Blue,5824,no,no,yes,1,0,,,
57,F,Graduate,Selfemployeed,14975,Single,3,Blue,8714,no,no,yes,2,0,,,
54,F,High School,Businessman,146660,Married,3,Silver,34516,no,yes,no,1,0,,,
54,F,Unknown,Selfemployeed,15342,Married,4,Blue,1773,no,yes,no,1,0,,,
34,F,Graduate,Selfemployeed,14975,Single,0,Blue,3125,no,yes,yes,2,0,,,
40,F,High School,Selfemployeed,14975,Married,1,Blue,3316,no,no,no,2,0,,,
48,M,Graduate,White-collar,99344,Married,5,Blue,2721,no,no,no,3,0,,,
46,F,Uneducated,Selfemployeed,25795,Married,4,Blue,3438,no,no,no,2,0,,,
36,F,Uneducated,Selfemployeed,14975,Single,2,Blue,4333,yes,yes,no,1,0,,,
40,F,Uneducated,Selfemployeed,12150,Single,3,Blue,10747,no,no,yes,3,0,,,
47,M,High School,Govt,56113,Single,2,Blue,2178,no,no,yes,3,0,,,
48,M,Uneducated,White-collar,151385,Married,3,Blue,9074,no,yes,no,1,0,,,
54,F,Uneducated,Selfemployeed,14975,Single,3,Blue,3176,no,yes,yes,1,0,,,
38,M,High School,Businessman,108560,Single,0,Blue,22993,no,no,yes,3,0,,,
44,F,High School,Blue-collar,12484,Married,4,Blue,2420,no,no,no,1,0,,,
36,M,Uneducated,Businessman,41222,Married,4,Blue,18253,no,no,no,1,0,,,
46,F,Unknown,White-collar,35029,Unknown,1,Blue,2803,yes,no,yes,3,0,,,
45,F,Uneducated,Selfemployeed,14975,Single,3,Blue,20371,no,no,no,2,0,,,
49,F,High School,Blue-collar,12398,Married,3,Blue,2480,no,yes,yes,2,0,,,
47,F,Post-Graduate,Retirees,24338,Married,5,Blue,4670,no,no,no,1,0,,,
59,F,Graduate,Businessman,27171,Single,0,Blue,4742,yes,no,no,3,0,,,
62,F,High School,Blue-collar,16583,Married,0,Blue,13720,no,no,no,2,0,,,
33,F,High School,Selfemployeed,14975,Single,2,Blue,3610,no,yes,no,3,0,,,
40,M,High School,Businessman,112181,Single,3,Blue,7469,yes,no,yes,3,0,,,
45,F,Uneducated,Blue-collar,48097,Married,4,Blue,9065,no,yes,yes,3,0,,,
57,M,Graduate,Selfemployeed,80158,Married,3,Blue,2601,no,no,no,2,0,,,
49,F,Graduate,Selfemployeed,14885,Married,2,Blue,3864,no,no,yes,2,0,,,
46,M,Graduate,White-collar,81941,Unknown,3,Blue,2024,no,no,yes,2,0,,,
52,F,Graduate,Selfemployeed,14975,Married,0,Blue,1689,no,yes,yes,2,0,,,
56,M,Graduate,Govt,110205,Married,1,Silver,18956,no,no,no,2,0,,,
31,M,Graduate,Selfemployeed,48135,Married,0,Blue,6608,no,yes,no,3,0,,,
41,M,Graduate,Businessman,105397,Married,4,Blue,19387,no,no,no,2,0,,,
43,M,High School,Blue-collar,71505,Married,3,Blue,2721,no,no,no,3,0,,,
43,M,Post-Graduate,Retirees,68405,Married,2,Blue,2555,no,no,no,2,0,,,
45,M,Uneducated,White-collar,67969,Married,5,Blue,7751,no,yes,no,1,0,,,
43,F,Unknown,Blue-collar,39299,Single,1,Blue,18457,no,no,no,2,0,,,
33,M,Post-Graduate,Businessman,154909,Married,1,Blue,3629,no,yes,no,1,0,,,
39,M,High School,Businessman,116281,Single,3,Blue,4283,no,no,yes,1,0,,,
34,M,Graduate,Retirees,82748,Married,1,Blue,6973,yes,no,no,3,0,,,
38,F,Unknown,Blue-collar,27728,Single,3,Blue,10946,no,no,yes,1,0,,,
49,F,High School,Businessman,191977,Single,3,Gold,3108,no,yes,no,2,0,,,
49,M,Graduate,Businessman,118266,Single,3,Blue,5541,no,no,no,2,1,,,
42,M,Uneducated,Govt,88043,Unknown,1,Blue,1872,yes,yes,no,3,1,,,
39,M,High School,Govt,61646,Married,4,Blue,1438.3,no,no,no,3,1,,,
57,F,Uneducated,Selfemployeed,14975,Single,3,Blue,2437,no,yes,no,1,1,,,
49,M,Graduate,White-collar,102442,Married,4,Platinum,34516,yes,no,yes,2,1,,,
29,M,Unknown,White-collar,69450,Single,1,Blue,9899,no,yes,yes,3,1,,,
58,F,Uneducated,Govt,51415,Unknown,1,Blue,8294,yes,yes,no,1,1,,,
52,M,Uneducated,Selfemployeed,79177,Single,3,Blue,12248,yes,no,yes,2,1,,,
42,M,Doctorate,Selfemployeed,54781,Single,3,Blue,7866,yes,no,yes,3,1,,,
50,F,Graduate,White-collar,46944,Single,1,Blue,1438.3,no,no,yes,3,1,,,
39,F,High School,Selfemployeed,5525,Married,2,Blue,2902,no,yes,yes,3,0,,,
53,F,Uneducated,Blue-collar,42598,Married,3,Blue,9852,no,yes,no,3,0,,,
26,F,Graduate,Govt,28166,Single,0,Blue,2895,no,no,no,2,0,,,
60,M,Graduate,Selfemployeed,29518,Unknown,0,Blue,5260,no,no,no,2,0,,,
39,M,Unknown,Selfemployeed,65886,Married,1,Blue,1438.3,no,no,no,2,0,,,
36,F,Graduate,Blue-collar,25883,Single,1,Blue,29961,no,no,yes,1,0,,,
46,F,Graduate,Businessman,35606,Married,2,Blue,8101,no,no,yes,3,0,,,
44,M,Post-Graduate,Retirees,98582,Married,3,Blue,18551,no,yes,yes,2,0,,,
50,F,Doctorate,Selfemployeed,14975,Married,1,Blue,1438.3,no,yes,no,,0,,,
52,F,High School,White-collar,48447,Married,3,Blue,7199,no,no,no,3,0,,,
38,M,Graduate,Blue-collar,75375,Married,3,Silver,10580,no,no,no,2,0,,,
33,F,Graduate,Govt,28724,Married,2,Blue,4375,no,no,yes,1,0,,,
34,F,Graduate,Selfemployeed,14975,Single,2,Blue,27186,yes,yes,yes,3,0,,,
61,M,Graduate,Retirees,64573,Married,0,Blue,5441,no,yes,no,1,0,,,
48,M,Graduate,Blue-collar,10072,Married,3,Silver,27000,yes,yes,yes,1,0,,,
59,M,Graduate,Govt,66401,Married,1,Blue,4938,no,no,no,2,0,,,
38,M,High School,White-collar,132948,Single,3,Blue,26423,no,yes,yes,3,0,,,
62,F,High School,Selfemployeed,14975,Single,0,Silver,33182,yes,no,no,2,0,,,
49,M,High School,Businessman,106278,Married,5,Platinum,15987,no,yes,no,3,0,,,
48,F,Graduate,Selfemployeed,14975,Married,2,Blue,7498,no,yes,no,1,0,,,
49,F,Uneducated,Selfemployeed,37517,Married,5,Blue,5180,no,yes,yes,2,0,,,
30,M,Graduate,Blue-collar,10008,Married,2,Blue,14470,no,no,yes,2,0,,,
54,F,High School,Blue-collar,10764,Married,3,Blue,9723,no,no,no,1,0,,,
37,M,Graduate,Blue-collar,68895,Divorced,2,Gold,15569,no,yes,yes,2,0,,,
65,F,Unknown,Selfemployeed,35984,Single,0,Silver,12535,no,no,yes,3,0,,,
43,M,Graduate,White-collar,132609,Single,3,Blue,6159,no,no,yes,3,0,,,
41,M,Uneducated,Blue-collar,88654,Married,3,Blue,2395,no,yes,no,2,0,,,
61,F,High School,Blue-collar,20360,Married,0,Blue,5484,no,no,no,1,0,,,
59,F,Unknown,Govt,36712,Married,0,Blue,7753,no,no,yes,3,0,,,
46,F,Uneducated,Selfemployeed,14975,Unknown,1,Blue,2339,no,no,yes,1,0,,,
